"Current Active Residential Contractors - File created: Nov 28, 2018 - 8380 Records"
"License No","Business Name","Doing Business As","Address","Address 2","City","State","Zip","Qualifying Party","Class","Class Detail","Class Type","Issued Date","Expiration Date","Status"
"256201","Jebco Construction Companies LLC"," ","140 N Montezuma St Ste 108"," ","Prescott","AZ","86301","Jeb Newton Johnson","B","B General Residential Contractor","Residential","2009-06-04","2019-06-30","Current"
"190648","Jeff Berry Custom Homes LLC"," ","PO Box 25624"," ","Scottsdale","AZ","85260","Jeffrey Scott Berry","B","B General Residential Contractor","Residential","2003-11-10","2019-11-30","Current"
"297582","Jeff Clark Homes LLC"," ","PO Box 61834"," ","Phoenix","AZ","85082","Jeffrey Dean Clark","B","B General Residential Contractor","Residential","2015-04-22","2019-04-30","Current"
"133626","Jeff Rogers Custom Homes Inc"," ","4320 E Brown Rd Ste 109"," ","Mesa","AZ","85205","Jeff Kirk Rogers","B","B General Residential Contractor","Residential","1998-04-03","2020-04-30","Current"
"202002","Jeff Vaughn Homes LLC"," ","134 W Midway St"," ","Payson","AZ","85541","Jeffrey Lee Vaughn","B","B General Residential Contractor","Residential","2004-11-19","2018-12-31","Current"
"307824","Jefferson Cody Greene","AZ Bath to Shower , AZ Bath to Shower","3880 N Stockton Hill Rd Ste 103"," ","Kingman","AZ","86409","Jefferson Cody Greene","R-62","R-62 Minor Home Improvements","Residential","2016-08-15","2020-08-31","Current"
"134187","Jeffery Custom Homes Inc"," ","4610 W Saddlehorn Rd"," ","Glendale","AZ","85310","Dain Earl Jeffery","B","B General Residential Contractor","Residential","1998-04-13","2020-04-30","Current"
"185711","Jeffory Clayton Chapman","I X L Electric , I X L Electric","11510 N Lady Dove Ln"," ","Prescott Valley","AZ","86315","Jeffory Clayton Chapman","R-11","R-11 Electrical","Residential","2003-06-02","2019-06-30","Current"
"286999","Jeffrey Allen Bowman","West Bound Electrical Contracting & Services , West Bound Electrical Contracting & Services","PO Box 1377"," ","Palm Desert","CA","92261","Jeffrey Allen Bowman","R-11","R-11 Electrical","Residential","2013-09-14","2019-09-30","Current"
"290945","Jeffrey Allen Hunt","Total Home Repair & Remodeling , Total Home Repair & Remodeling","8902 E Via Linda # 110249"," ","Scottsdale","AZ","85258","Jeffrey Allen Hunt","B-3","B-3 General Remodeling and Repair Contractor","Residential","2014-04-16","2020-04-30","Current"
"134770","Jeffrey Allen Stoner","Yuma Electric Service , Yuma Electric Service","Po Box 25722"," ","Yuma","AZ","85367","Jeffrey Allen Stoner","R-11","R-11 Electrical","Residential","1998-05-12","2020-05-31","Current"
"208309","Jeffrey Charles Gillette","J C G's Air Management , J C G's Air Management","5649 E Rosewood St"," ","Tucson","AZ","85711","Jeffrey Charles Gillette","R-39R","R-39R Air Conditioning and Refrigeration","Residential","2005-06-15","2019-06-30","Current"
"164363","Jeffrey Dean Streicher","Under Your Feet Construction , Under Your Feet Construction","Po Box 11505"," ","Casa Grande","AZ","85130","Jeffrey Dean Streicher","B","B General Residential Contractor","Residential","2001-04-10","2019-04-30","Current"
"269737","Jeffrey Don Schmitt","Schmitty's Pool Tech , Schmitty's Pool Tech","34 Lake Havasu Ave N # 14-204"," ","Lake Havasu City","AZ","86403","Jeffrey Don Schmitt","R-6","R-6 Swimming Pool Service and Repair","Residential","2010-12-12","2018-12-31","Current"
"303860","Jeffrey James Warta","Jeff Warta Construction , Jeff Warta Construction","8625 N Buffalo Hill Ct"," ","Prescott Valley","AZ","86315","Jeffrey James Warta","B","B General Residential Contractor","Residential","2016-03-12","2020-03-31","Current"
"105157","Jeffrey Lambert Incorporated","Jeffrey's , Jeffrey's","1180 W Duval Rd"," ","Green Valley","AZ","85614","Jeffrey Lee Lambert","B","B General Residential Contractor","Residential","1994-12-01","2020-11-30","Current"
"096656","Jeffrey Mark Melvin","A S A P , A S A P","173 Wayfarer Ln"," ","Lake Havasu City","AZ","86403","Jeffrey Mark Melvin","R-37","R-37 Plumbing, Incuding Solar","Residential","1993-03-11","2019-02-28","Current"
"214863","Jeffrey Neil Worthy","Worthy Construction , Worthy Construction","6836 W Comet Ave"," ","Peoria","AZ","85345","Jeffrey Neil Worthy","B","B General Residential Contractor","Residential","2005-12-16","2019-12-31","Current"
"217276","Jeffrey Paul Wheeler","A E C Construction Co , A E C Construction Co","PO Box 793"," ","Payson","AZ","85547","Jeffrey Paul Wheeler","B","B General Residential Contractor","Residential","2006-03-08","2020-03-31","Current"
"104994","Jeffrey Robert Lunder","Lundco Construction & Development , Lundco Construction & Development","3650 Sweetgrass Dr"," ","Lake Havasu City","AZ","86406","Jeffrey Robert Lunder","B","B General Residential Contractor","Residential","1994-11-17","2019-10-31","Current"
"081930","Jeffrey Scott Seiler","High Performance Contracting , High Performance Contracting","4513 E Bajada Rd"," ","Cave Creek","AZ","85331","Jeffrey Scott Seiler","B","B General Residential Contractor","Residential","1989-02-10","2019-01-31","Current"
"085229","Jeffrey Vilas Morris","J V M Development , J V M Development","603 E McKellips Rd"," ","Tempe","AZ","85281","Jeffrey Vilas Morris","B","B General Residential Contractor","Residential","1990-01-22","2019-12-31","Current"
"202419","Jeffrey Wayne Fjeld","Fjeld Construction , Fjeld Construction","2001 Washington St"," ","Kingman","AZ","86401","Jeffrey Wayne Fjeld","B","B General Residential Contractor","Residential","2004-12-14","2019-12-31","Current"
"068122","Jeffrey Wayne Wincek","Old Style Enterprises , Old Style Enterprises","4304 W Paradise Dr"," ","Glendale","AZ","85304","Jeffrey Wayne Wincek","B","B General Residential Contractor","Residential","1987-06-25","2019-05-31","Current"
"138214","Jeffry Paul Mix","Super Handyman , Super Handyman","1875 N Belvedere Ave Ste A"," ","Tucson","AZ","85712","Jeffry Paul Mix","B-3","B-3 General Remodeling and Repair Contractor","Residential","1998-10-06","2019-10-31","Current"
"322054","Jenarus Holdings LLC"," ","1846 E Innovation Park Dr"," ","Oro Valley","AZ","85755","Christopher Allen Jr","R-62","R-62 Minor Home Improvements","Residential","2018-09-14","2020-09-30","Current"
"127074","Jennan Construction and Development Inc"," ","PO Box 7935"," ","Cave Creek","AZ","85327","Angelo Ugo Cacciotti","B","B General Residential Contractor","Residential","1997-09-02","2019-09-30","Current"
"293342","Jennifer Velline Whittet","Sassafrass Design , Sassafrass Design","3701 E Rollins Rd"," ","Tucson","AZ","85739","Jennifer Velline Whittet","B","B General Residential Contractor","Residential","2014-07-10","2020-07-31","Current"
"252940","Jeno's Electric Inc"," ","14218 N 55th Dr"," ","Glendale","AZ","85306","Dzenan Ahmetovic","R-11","R-11 Electrical","Residential","2009-02-24","2019-02-28","Current"
"110859","Jere Wesley Planck","Archicon Designers Developers , Archicon Designers Developers","5055 E Washington St Ste 200"," ","Phoenix","AZ","85034","Jere Wesley Planck","B","B General Residential Contractor","Residential","1996-01-02","2019-12-31","Current"
"319260","Jeremy the Handyman LLC"," ","8232 E Indian School Rd"," ","Scottsdale","AZ","85251","Jeremy D Holliday","R-62","R-62 Minor Home Improvements","Residential","2018-04-20","2020-04-30","Current"
"315739","Jerol Justin Jones","JonesCo , JonesCo","1580 E Butler Ave"," ","Kingman","AZ","86409","Jerol Justin Jones","B","B General Residential Contractor","Residential","2017-09-20","2019-09-30","Current"
"069159","Jerome Clyde Rokey","Rokey Builders , Rokey Builders","2115 E Vaughn Ave"," ","Gilbert","AZ","85234","Jerome Clyde Rokey","B","B General Residential Contractor","Residential","1987-10-19","2020-09-30","Current"
"198918","Jerrold Heber Samaniego","Expert Solar Systems , Expert Solar Systems","11700 E Sneller Vista Dr"," ","Tucson","AZ","85749","Jerrold Heber Samaniego","R-37R","R-37R Plumbing","Residential","2004-10-09","2020-10-31","Current"
"090564","Jerry E Kadansky Construction Company Inc"," ","8724 N 6th Dr"," ","Phoenix","AZ","85021","Jerry Edward Kadansky","B","B General Residential Contractor","Residential","1991-07-31","2019-03-31","Current"
"106635","Jerry Everett Tedrow"," J Tedrow Construction","221 E Leah Ln"," ","Gilbert","AZ","85234","Jerry Everett Tedrow","B","B General Residential Contractor","Residential","1995-03-29","2019-02-28","Current"
"055779","Jerry Horkey and Sons Construction Inc"," ","9220 E 6th St"," ","Tucson","AZ","85710","John Thomas Horkey","B","B General Residential Contractor","Residential","1981-12-14","2019-11-30","Current"
"063944","Jerry Lee Daulton","J L D Contracting , J L D Contracting","8530 Silver Spur Rd"," ","Flagstaff","AZ","86004","Jerry Lee Daulton","B","B General Residential Contractor","Residential","1985-10-16","2019-09-30","Current"
"085743","Jerry Wayne Walker","Jerry's Air Conditioning and Heating , Jerry's Air Conditioning and Heating","PO Box 4117"," ","Scottsdale","AZ","85261","Jerry Wayne Walker","R-39","R-39 Air Conditioning and Refrigeration, Including Solar","Residential","1990-03-15","2020-02-28","Current"
"054685","Jerry William Truelove","Jerry W Truelove , Jerry W Truelove","3522 N Swing St"," ","Kingman","AZ","86409","Jerry William Truelove","R-37","R-37 Plumbing, Incuding Solar","Residential","1981-05-28","2019-04-30","Current"
"228505","Jerusalem's Electric Corp"," ","PO Box 40814"," ","Mesa","AZ","85274","Timmy Salvadore Perez","R-11","R-11 Electrical","Residential","2007-01-22","2019-01-31","Current"
"139382","Jesco Plumbing Inc"," ","Po Box 20972"," ","Mesa","AZ","85277","Todd Lee Jespersen","R-37R","R-37R Plumbing","Residential","1998-10-05","2020-10-31","Current"
"170303","Jessco Electric LLC"," ","Po Box 1793"," ","Cave Creek","AZ","85327","John Patrick Gannon","R-11","R-11 Electrical","Residential","2001-11-17","2019-11-30","Current"
"126534","Jesse A Villarreal","J V S Enterprises , J V S Enterprises","934 W Calle Garcia"," ","Tucson","AZ","85734","Jesus Andres Villarreal","B","B General Residential Contractor","Residential","1997-08-13","2020-08-31","Current"
"103886","Jesse Dennis","J and C Construction , J and C Construction","7440 S Jackrabbit Trl"," ","Buckeye","AZ","85326","Jesse Dennis","B","B General Residential Contractor","Residential","1994-08-29","2020-07-31","Current"
"068543","Jesus Enrique Briones","Jesus Briones , Jesus Briones","1006 N Grande Ave"," ","Tucson","AZ","85745","QP Exempt","R-37","R-37 Plumbing, Incuding Solar","Residential","1987-09-11","2020-08-31","Current"
"086602","Jesus Gonzalez Garcia","Garcia Building Contractors , Garcia Building Contractors","2222 N Calle Cananea"," ","Nogales","AZ","85621","Jesus Gonzalez Garcia","B","B General Residential Contractor","Residential","1990-06-11","2019-05-31","Current"
"199398","Jesus R Leyva","Leyva Construction , Leyva Construction","545 Florida Ave"," ","Douglas","AZ","85607","Jesus R Leyva","B-3","B-3 General Remodeling and Repair Contractor","Residential","2004-08-23","2020-08-31","Current"
"148241","Jet Manufacturing Inc"," ","16839 N 44th St"," ","Phoenix","AZ","85032","Jarrett Evan Lemley","R-9","R-9 Concrete","Residential","1999-09-05","2019-09-30","Current"
"316658","Jewell Building Contractors LLC"," ",""," ","Scottsdale","AZ","85257","Ryan Andrew Jewell","B","B General Residential Contractor","Residential","2017-11-28","2019-11-30","Current"
"285919","Jewett Construction Inc"," ","PO Box 3609"," ","Lake Havasu City","AZ","86406","Ronald Eugene Jewett Jr","B","B General Residential Contractor","Residential","2013-07-01","2019-07-31","Current"
"208679","Jhus Canyon Construction LLC"," ","12 Irreantum Rd"," ","Animas","NM","88020","Scott Renee Richins","B","B General Residential Contractor","Residential","2005-06-17","2019-06-30","Current"
"061127","Jim Brown & Sons Roofing Company Incorporated"," JBS Contracting","5537 N 59th Ave"," ","Glendale","AZ","85301","Ronald Dee Brown","R-42","R-42 Roofing","Residential","1984-09-19","2020-08-31","Current"
"252347","Jim Higgins & Sons Construction LLC"," ","1524 Eagle Crest Dr"," ","Prescott","AZ","86301","James Michael Higgins","B","B General Residential Contractor","Residential","2009-02-18","2019-02-28","Current"
"169678","Jim Morrison LLC","Santa Fe Development , Santa Fe Development","2617 W Desert Hills Dr"," ","Phoenix","AZ","85086","Jim Dwight Morrison","B","B General Residential Contractor","Residential","2001-11-05","2020-11-30","Current"
"312974","Jim Rice Remodeling LLC"," ","140 E Coronado Rd Unit 18"," ","Phoenix","AZ","85004","Jimmie Ray Rice","B-3","B-3 General Remodeling and Repair Contractor","Residential","2017-04-17","2019-04-30","Current"
"180048","Jim Rutherford Construction Inc"," ","Po Box 25175"," ","Scottsdale","AZ","85255","James Mason Rutherford","B","B General Residential Contractor","Residential","2002-11-02","2018-11-30","Current"
"217620","Jim's Electric Inc"," ","PO Box 4592"," ","Bisbee","AZ","85603","James Albert Olander","R-11","R-11 Electrical","Residential","2006-03-10","2020-03-31","Current"
"056134","Jimmy Andrew Deere","J A Deere and Son Well Drilling , J A Deere and Son Well Drilling","Po Box 777"," ","Somerton","AZ","85350","Jimmy Andrew Deere","R-53","R-53 Drilling","Residential","1982-03-11","2019-02-28","Current"
"106457","Jimmy Cheon Choe","Choice A C , Choice A C","2309 W Horsetail Trl"," ","Phoenix","AZ","85085","Jimmy Cheon Choe","R-39R","R-39R Air Conditioning and Refrigeration","Residential","1995-03-15","2019-02-28","Current"
"028997","Jimmy Dean Williams","Jim Williams Well Drilling , Jim Williams Well Drilling","11626 E Santa Fe Loop"," ","Dewey","AZ","86327","Jimmy Dean Williams","R-53","R-53 Drilling","Residential","1966-10-03","2019-09-30","Current"
"100630","Jimmy Frank Borbon","Super Cool Heating and Cooling , Super Cool Heating and Cooling","728 E Desert Dr S"," ","Phoenix","AZ","85042","Jimmy Frank Borbon","R-39R","R-39R Air Conditioning and Refrigeration","Residential","1994-01-19","2018-12-31","Current"
"290002","Jimson LLC"," Arizona Restoration Specialists, Arizona Restoration Specialists, 1 800 Flooded AZ","4521 E Jensen St Ste 110"," ","Mesa","AZ","85205","Douglas Richard Bowers","B-3","B-3 General Remodeling and Repair Contractor","Residential","2014-02-21","2020-02-29","Current"
"203161","Jirsa Construction Inc"," ","Po Box 23666"," ","Flagstaff","AZ","86002","Christopher Brett Jirsa","B","B General Residential Contractor","Residential","2005-01-13","2019-01-31","Current"
"275051","JJAZ Construction LLC"," ","1838 W Parkside Ln Ste 200"," ","Phoenix","AZ","85027","Gregory Allen Dahl","B","B General Residential Contractor","Residential","2011-09-23","2019-09-30","Current"
"322127","JK Construction and Development Inc"," ","PO Box 2006"," ","Carefree","AZ","85377","Justin M. Kilbane","B","B General Residential Contractor","Residential","2018-09-21","2020-09-30","Current"
"318613","JL Builders Inc","Bay Front Homes , Bay Front Homes","111 Via Bellas Artes"," ","San Clemente","CA","92672","Jeffrey Michael Lawrence","B","B General Residential Contractor","Residential","2018-03-01","2020-03-31","Current"
"277311","JLeon Remodeling Masters LLC"," ","721 N 96th Pl"," ","Mesa","AZ","85207","Jonathan Michael Leon Elizalde","B-3","B-3 General Remodeling and Repair Contractor","Residential","2012-03-05","2020-03-31","Current"
"322195","JLM & Sons Granite LLC"," ","2384 E Sundance Dr"," ","Fort Mohave","AZ","86426","Jacques Laval Quenette","R-60","R-60 Finish Carpentry","Residential","2018-09-29","2020-09-30","Current"
"267409","JMAC Electric LLC"," ","1010 E Pennsylvania St Ste 204"," ","Tucson","AZ","85714","Joseph Anthony Canizales Sr","R-11","R-11 Electrical","Residential","2010-09-23","2020-09-30","Current"
"267353","JMax Plumbing LLC","JMax Pool Plumbing , JMax Pool Plumbing","1753 E Broadway Rd # 101-454"," ","Tempe","AZ","85282","Justin Maximillian Bowie","R-37R","R-37R Plumbing","Residential","2010-08-31","2020-08-31","Current"
"095987","JMB Builders Inc"," ","PO Box 1415"," ","Payson","AZ","85547","Joseph Mark Branco","B","B General Residential Contractor","Residential","1992-12-31","2018-11-30","Current"
"218692","JMJ Electric LLC"," ","2921 Palo Verde Blvd N"," ","Lake Havasu City","AZ","86404","Michael George Ganas Jr","R-11","R-11 Electrical","Residential","2006-04-17","2020-04-30","Current"
"220190","JMV Concrete LLC"," ","Po Box 9352"," ","San Luis","AZ","85349","Arturo Valenzuela","R-9","R-9 Concrete","Residential","2006-05-25","2020-05-31","Current"
"148518","Jo - Ray Enterprises Inc"," ","1835 E Clarendon Ave"," ","Phoenix","AZ","85016","Raymond Anthony Arvizu","B","B General Residential Contractor","Residential","1999-09-07","2019-09-30","Current"
"092233","Joan Smith Enterprises Inc","California Pools and Landscape , California Pools and Landscape","4320 W Chandler Blvd Ste 1"," ","Chandler","AZ","85226","Jeremy Tate Smith","B-5","B-5 General Swimming Pool Contractor","Residential","1992-01-24","2018-12-31","Current"
"146183","Joan Smith Enterprises Inc","California Pools and Landscape , California Pools and Landscape","4320 W Chandler Blvd Ste 1"," ","Chandler","AZ","85226","Jeremy Tate Smith","B-4","B-4 General Residential Engineering Contractor","Residential","1999-06-11","2019-06-30","Current"
"312178","Jobee Construction LLC"," ","PO Box 5431"," ","Mohave Valley","AZ","86446","Robert Wayne Jensen","B","B General Residential Contractor","Residential","2017-03-10","2019-03-31","Current"
"221575","Jober Construction Inc"," ","3523 W Phillips Rd"," ","Queen Creek","AZ","85142","Joel Bernal","B","B General Residential Contractor","Residential","2006-07-17","2020-07-31","Current"
"182534","Jobuilt Construction Inc"," ","3510 E Mountain View Rd"," ","Phoenix","AZ","85028","Joseph Paul David","B","B General Residential Contractor","Residential","2003-02-19","2019-02-28","Current"
"290650","Jody Lee Morin","Jody Morin Contracting , Jody Morin Contracting","3474 E Betsy Ln"," ","Gilbert","AZ","85296","Jody Lee Morin","B","B General Residential Contractor","Residential","2014-03-01","2020-03-31","Current"
"297512","Joe and Sons Framing Co"," ","19653 E Via Park St"," ","Queen Creek","AZ","85142","Jose Jesus Carreno Rojas","B-3","B-3 General Remodeling and Repair Contractor","Residential","2015-04-29","2019-04-30","Current"
"129829","Joe Anthony Esposito","Dynamic Plumbing , Dynamic Plumbing","38241 N 3rd St"," ","Desert Hills","AZ","85086","Joe Anthony Esposito","R-37R","R-37R Plumbing","Residential","1997-12-11","2019-12-31","Current"
"297426","Joe Burns Builders LLC"," ","2145 Buena Vista Dr"," ","Kingman","AZ","86401","Joseph Patrick Burns","B","B General Residential Contractor","Residential","2015-04-30","2019-04-30","Current"
"145808","Joe Ciotta Plumbing LLC"," ","Po Box 17008"," ","Fountain Hills","AZ","85269","Joseph Louis Ciotta","R-37R","R-37R Plumbing","Residential","1999-05-27","2019-05-31","Current"
"319541","Joe Mulcaire Contracting, LLC"," ","2280 W Quail Springs Ranch Rd"," ","Cottonwood","AZ","86326","Rachel Michelle Mulcaire","B","B General Residential Contractor","Residential","2018-04-23","2020-04-30","Current"
"294075","Joe-Z Framing LLC"," ","30843 W Beverly Ln"," ","Buckeye","AZ","85326","Joe E Hoffman","B","B General Residential Contractor","Residential","2014-07-29","2020-07-31","Current"
"302374","Joel Paul Percell","Percell and Daughters Plumbing , Percell and Daughters Plumbing","203 N Titel St"," ","Payson","AZ","85541","Joel Paul Percell","R-37","R-37 Plumbing, Incuding Solar","Residential","2015-12-22","2019-12-31","Current"
"219012","Joel's Air Conditioning & Heating LLC"," ","4243 E Colonial Dr"," ","Chandler","AZ","85249","Joel Montoya","R-39R","R-39R Air Conditioning and Refrigeration","Residential","2006-04-25","2020-07-31","Current"
"152001","Johan Stewart"," Grand Canyon Minor Home Improvements","6040 E Main St # 156"," ","Mesa","AZ","85205","Johan Stewart","R-62","R-62 Minor Home Improvements","Residential","2000-02-03","2020-02-29","Current"
"061783","Johann Dick Heye","J D M Electric , J D M Electric","10219 W Westwind Dr"," ","Peoria","AZ","85383","Johann Dick Heye","R-11","R-11 Electrical","Residential","1984-12-21","2020-11-30","Current"
"304341","Johannes Bernardus DeKryger","Dutchman Electric , Dutchman Electric","4655 N 101st Ave"," ","Phoenix","AZ","85037","Johannes Bernardus Dekryger","R-11","R-11 Electrical","Residential","2016-04-04","2020-04-30","Current"
"171325","Johansen Construction Inc"," ","Po Box 40"," ","Mt Pleasant","UT","84647","Steven Earle Johansen","B-4","B-4 General Residential Engineering Contractor","Residential","2002-01-04","2020-01-31","Current"
"292536","John A Shaw","John Shaw Home Improvements , John Shaw Home Improvements","2040 S Alma School Rd Ste 1"," ","Chandler","AZ","85286","John A Shaw","R-62","R-62 Minor Home Improvements","Residential","2014-06-04","2020-06-30","Current"
"137620","John Allen Hoover","John Hoover Well Service , John Hoover Well Service","Po Box 11330"," ","Casa Grande","AZ","85130","Johnny Allen Hoover","R-53","R-53 Drilling","Residential","1998-08-04","2020-08-31","Current"
"101844","John Allen Hyde","Thunder Mountain Electric , Thunder Mountain Electric","11300 E Regina Rd"," ","Hereford","AZ","85615","John Allen Hyde","R-11","R-11 Electrical","Residential","1994-04-19","2020-03-31","Current"
"129434","John Andrew Sokol Jr","J Sokol Heating and Cooling , J Sokol Heating and Cooling","Po Box 849"," ","Alpine","AZ","85920","John Andrew Sokol Jr","R-39","R-39 Air Conditioning and Refrigeration, Including Solar","Residential","1997-11-19","2019-11-30","Current"
"141222","John Arthur Warkentin"," Catalina Carpentry","4355 E Hawser St"," ","Tucson","AZ","85739","John Arthur Warkentin","B-3","B-3 General Remodeling and Repair Contractor","Residential","1999-02-13","2019-02-28","Current"
"115185","John Bragone Plastering Inc"," ","19001 N 21st Ln"," ","Phoenix","AZ","85027","John James Bragone","R-36","R-36 Plastering","Residential","1996-06-20","2020-05-31","Current"
"305393","John Charles Belcich","Tomahawk Homes , Tomahawk Homes","3465 S Magda Ave"," ","Tucson","AZ","85730","John Charles Belcich","B","B General Residential Contractor","Residential","2016-09-14","2020-09-30","Current"
"143947","John Charles Tarasco","J C Tarasco Construction Company , J C Tarasco Construction Company","12411 W Mountain Ln"," ","Casa Grande","AZ","85194","John Charles Tarasco","B","B General Residential Contractor","Residential","1999-03-27","2019-03-31","Current"
"273449","John Craig Blount","Blounts MH Contractors , Blounts MH Contractors","19617 E Ocotillo Rd"," ","Queen Creek","AZ","85142","John Craig Blount","B","B General Residential Contractor","Residential","2011-06-13","2019-06-30","Current"
"164386","John Cross Plumbing Inc"," ","3829 W Cheryl Dr"," ","Phoenix","AZ","85051","John Michael Cross","R-37R","R-37R Plumbing","Residential","2001-04-12","2019-04-30","Current"
"077976","John Crumby Jr","True Grade Excavating , True Grade Excavating","2723 E Moon Vista St"," ","Apache Junction","AZ","85119","John Crumby","R-2","R-2 Excavating, Grading and Oil Surfacing","Residential","1988-05-03","2019-04-30","Current"
"290138","John D Hensler LLC"," ","1130 E Missouri Ave Ste 890"," ","Phoenix","AZ","85014","John David Hensler","B","B General Residential Contractor","Residential","2014-04-16","2020-09-30","Current"
"061769","John Daniel McNeil","J D M Development , J D M Development","2067 E Pickett Ct"," ","Gilbert","AZ","85298","John Daniel McNeil","B","B General Residential Contractor","Residential","1984-12-20","2019-11-30","Current"
"149655","John David Brown","John David Brown , John David Brown","5300 E Via Buena Vis"," ","Paradise Valley","AZ","85253","John David Brown","B","B General Residential Contractor","Residential","1999-10-28","2019-10-31","Current"
"284664","John De Ment Building & Design LLC"," ","8409 E Kent Pl"," ","Tucson","AZ","85710","John Francis De Ment Jr","B","B General Residential Contractor","Residential","2013-04-24","2019-04-30","Current"
"248726","John Demetrie Serino Sr","Mesquite Home Improvements , Mesquite Home Improvements","14558 S Sumac Dr"," ","Sahuarita","AZ","85629","John Demetrie Serino Sr","R-62","R-62 Minor Home Improvements","Residential","2008-11-26","2018-12-31","Current"
"108393","John Derek Carlson","Master Cool Specialists , Master Cool Specialists","401 S Sarnoff Dr"," ","Tucson","AZ","85710","John Derek Carlson","R-39R","R-39R Air Conditioning and Refrigeration","Residential","1995-07-26","2019-06-30","Current"
"104940","John Douglas Galvin Jr","Doug Galvin Construction , Doug Galvin Construction","Po Box 1496"," ","Carefree","AZ","85377","John Douglas Galvin Jr","B","B General Residential Contractor","Residential","1994-11-14","2020-10-31","Current"
"320661","John Edward Campbell"," John Edward Campbell Construction, John Edward Campbell Plumbing","2744 Promontory Dr"," ","Bullhead City","AZ","86429","John Edward Campbell","B","B General Residential Contractor","Residential","2018-06-25","2020-06-30","Current"
"320662","John Edward Campbell"," John Edward Campbell Construction, John Edward Campbell Plumbing","2744 Promontory Dr"," ","Bullhead City","AZ","86429","John Edward Campbell","R-37R","R-37R Plumbing","Residential","2018-06-22","2020-06-30","Current"
"090586","John Eric Holton","Holton Electric , Holton Electric","7934 E Dry Camp Rd"," ","Sierra Vista","AZ","85650","John Eric Holton","R-11","R-11 Electrical","Residential","1991-08-01","2020-07-31","Current"
"201493","John Eric Mattson","Jaskl Heating and Cooling , Jaskl Heating and Cooling","6035 E Leisure Ln"," ","Flagstaff","AZ","86004","John Eric Mattson","R-39R","R-39R Air Conditioning and Refrigeration","Residential","2004-10-31","2020-10-31","Current"
"201603","John Ernest Salo"," ","13656 N Buccaneer Way"," ","Sun City","AZ","85351","John Ernest Salo","R-62","R-62 Minor Home Improvements","Residential","2004-11-05","2019-11-30","Current"
"048806","John Fay Hatch","Hatch Electric , Hatch Electric","Po Box 545"," ","Taylor","AZ","85939","John Fay Hatch","R-11","R-11 Electrical","Residential","1978-11-27","2020-10-31","Current"
"158934","John Forrest Perry","John F Perry , John F Perry","1530 Hilton Head Rd Ste 206"," ","El Cajon","CA","92019","John Forrest Perry","B","B General Residential Contractor","Residential","2000-10-04","2020-10-31","Current"
"272471","John Francis Cavalier","Bella Cavallieri Construction , Bella Cavallieri Construction","9157 W Chino Dr"," ","Peoria","AZ","85382","John Francis Cavalier","B","B General Residential Contractor","Residential","2011-04-15","2020-01-31","Current"
"155177","John Gorraiz Electrical Inc"," ","579 W Ivanhoe Ct"," ","Gilbert","AZ","85233","John Lauda Gorraiz","R-11","R-11 Electrical","Residential","2000-05-17","2020-05-31","Current"
"300035","John Hale Construction LLC"," ","2107 E Park Ave"," ","Gilbert","AZ","85234","John Ray Hale","B","B General Residential Contractor","Residential","2015-06-29","2019-06-30","Current"
"114489","John Henry Builders Inc"," ","17619 N 56th Way"," ","Scottsdale","AZ","85254","John James Henry","B","B General Residential Contractor","Residential","1996-05-28","2020-04-30","Current"
"107762","John Herder Building Corporation","J H Building Corp , J H Building Corp","PO Box 86416"," ","Tucson","AZ","85754","John Peter Herder","B","B General Residential Contractor","Residential","1995-06-14","2019-05-31","Current"
"058763","John Jose Sanchez","Sanchez Mechanical , Sanchez Mechanical","8795 N 83rd Ave"," ","Peoria","AZ","85345","John Jose Sanchez","R-39R","R-39R Air Conditioning and Refrigeration","Residential","1983-09-12","2020-08-31","Current"
"028256","John Joseph Gainey","J J Gainey Concrete , J J Gainey Concrete","1421 S 11th Ave"," ","Yuma","AZ","85366","John Joseph Gainey","R-9","R-9 Concrete","Residential","1965-11-29","2019-10-31","Current"
"089127","John Joseph Swiniuch","Swiniuch Electric , Swiniuch Electric","7521 E 35th St"," ","Tucson","AZ","85710","John Joseph Swiniuch","R-11","R-11 Electrical","Residential","1991-02-27","2020-01-31","Current"
"112615","John Joseph Whelan","Whelan Construction , Whelan Construction","6555 W Country Gables Dr"," ","Glendale","AZ","85306","John Joseph Whelan","B","B General Residential Contractor","Residential","1996-04-03","2020-03-31","Current"
"322327","John Keith Hough"," John K Hough","2265 E Devlin Ave"," ","Kingman","AZ","86409","John Keith Hough","B","B General Residential Contractor","Residential","2018-10-15","2020-10-31","Current"
"106046","John Lawrence Newcomb","Newcomb Construction , Newcomb Construction","206 E Adamanda Dr"," ","Desert Hills","AZ","85086","John Lawrence Newcomb","B","B General Residential Contractor","Residential","1995-02-14","2019-01-31","Current"
"093821","John Lee Morris","John Morris Air , John Morris Air","232 W Coral Gables Dr"," ","Phoenix","AZ","85023","John Lee Morris","R-39","R-39 Air Conditioning and Refrigeration, Including Solar","Residential","1992-06-12","2019-05-31","Current"
"235623","John Lester Hanson III","J L H Remodeling , J L H Remodeling","18042 Ave De Augusta"," ","Green Valley","AZ","85614","John Lester Hanson III","B","B General Residential Contractor","Residential","2007-07-09","2019-07-31","Current"
